CP ID,Project Number,Project Category,Project Type,Project Name,Project Location,Description,Justification,Council District,Plan Cost,Estimated Cost,Actual Cost,Project Cost,Percent Spent,Estimated Start,Estimated End,Actual Start,Actual End,Status,Notes,Project SubType,Priority,Phase,PPA Number,x Coordinate,y Coordinate,Latitude,Longitude,Map URL,Mapped Location
2110,PV-SPR-11188,Paving,Paving,DOVER GLEN DR - MURFREESBORO PK - EDGE O LAKE DR,DOVER GLEN DR - MURFREESBORO PK - EDGE O LAKE DR,ROADWAY RESURFACING PAVING PROJECT ON 'DOVER GLEN DR',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",28,91800.00,179867.35,155766.61,155766.61,0,2017,2017,,03/23/2017,Complete,PAVING PROJECT: 'DOVER GLEN DR - MURFREESBORO PK - EDGE O LAKE DR',New,Low,Complete,355-02017,1778040.82210713,635036.47147127,36.0761755,-86.64454247,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2110?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.0761755, -86.64454247)"
250,PV-10121,Paving,Paving,BROOKMONT TER - HARDING PIKE - HIGHWAY 70 S,BROOKMONT TER - HARDING PIKE - HIGHWAY 70 S,Paving project: BROOKMONT TER - HARDING PIKE - HIGHWAY 70 S,Paving project needed,23,161250.00,0.00,176860.13,176860.13,100,2014,2014,09/16/2014,10/16/2014,Complete,Paving project on BROOKMONT TER,New,Low,Complete,342-02014,1704066.80545657,638766.96524173,36.08474536,-86.89501722,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/250?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.08474536, -86.89501722)"
5677,PV-SP-18610,Paving,Paving,JENRY DR - DISSPAYNE DR - DOWNEYMEADE DR,JENRY DR - DISSPAYNE DR - DOWNEYMEADE DR,"ROADWAY RESURFACING PAVING PROJECT ON 'JENRY DR'
ADDED TO SPECIAL OPS WITH CONVO WITH TIM YOUNG AND TOMMY JONES","BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",14,174250.00,0.00,66483.81,66483.81,0,1900,1900,01/01/1900,11/29/2018,Complete,PAVING PROJECT: 'JENRY DR - DISSPAYNE DR - DOWNEYMEADE DR',New,Low,Complete,1061-01018,1776350.58333333,670801.16666667,36.17440354,-86.65103422,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5677?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.17440354, -86.65103422)"
2244,,Bridge,Maintenance and Repair Jobs,28th Ave N/31st Ave N/ CSX RR,28th Ave N/31st Ave N/ CSX RR between Charlotte Ave and Parkl Plz,"Replace damaged bollards, decorative covers",To repair the jobs identified by TDOT's inspection report and to ensure the safety of the traveling public,21,4863.66,4863.66,4863.66,4863.66,100,,,09/18/2015,09/18/2015,Complete,Damaged bollards and decorative covers replacement complete,Maintenance/Repairs,Medium,Complete,257-02015,1726768.22220255,662534.04014932,36.15066487,-86.81877986,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2244?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.15066487, -86.81877986)"
2236,,Bridge,Maintenance and Repair Jobs,Baker Station Rd/ Branch,Baker Station Rd/ Branch between Happy Valley Rd and Old Baker Rd,Cut vegetation,To repair the jobs identified by TDOT's inspection report and to ensure the safety of the traveling public,10,7463.00,7463.00,5941.96,5941.96,100,,,09/04/2015,01/06/2016,Complete,Maintenance and repair jobs complete,Maintenance/Repairs,Medium,Complete,243-04015,1747389.12584256,744408.40855248,36.37601331,-86.75106498,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2236?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.37601331, -86.75106498)"
279,PV-10145,Paving,Paving,OAKES DR - OLD HICKORY BV - CUL-DE-SAC,OAKES DR - OLD HICKORY BV - CUL-DE-SAC,Paving project: OAKES DR - OLD HICKORY BV - CUL-DE-SAC,Paving project needed,04,115468.25,102131.50,112083.01,112083.01,100,2015,2015,03/20/2015,04/20/2015,Complete,Paving project on OAKES DR,New,Low,Complete,380-02015,1739740.92584815,621539.30152665,36.03832584,-86.77374662,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/279?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.03832584, -86.77374662)"
5243,,Traffic,Intersection Improvements,9th Ave N & Buchanan Signal,BUCHANAN ST At 9TH AVENUE NORTH,Install/modify intersection control features,To provide traffic control features that will improve and make safer vehicular traffic and pedestrians when traversing through the intersection,21,84394.10,84394.10,84394.10,84394.10,0,,,07/17/2014,09/23/2014,Complete,Intersection improvements complete,Rehabilitation,Medium,Complete,614-07014,1731939.87214562,673373.43583409,36.18055712,-86.80156424,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5243?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.18055712, -86.80156424)"
1947,PV-11272,Paving,Paving,TUSCULUM CT - DELVIN DR - OCALA DR,TUSCULUM CT - DELVIN DR - OCALA DR,Paving project: TUSCULUM CT - DELVIN DR - OCALA DR,Paving project needed,27,32300.00,38994.00,41587.79,41587.79,100,2016,2016,09/09/2016,10/04/2016,Complete,Paving project on TUSCULUM CT,New,Low,Complete,393-02016,1762349.19200567,626284.61532868,36.05182854,-86.69740616,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1947?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.05182854, -86.69740616)"
1685,PV-12489,Paving,Paving,LUTIE ST - WHITSETT RD - FOSTER AV,LUTIE ST - WHITSETT RD - FOSTER AV,Paving project: LUTIE ST - WHITSETT RD - FOSTER AV,Paving project needed,16,179350.00,137682.10,156043.56,156043.56,100,2016,2016,06/16/2016,07/20/2016,Complete,Paving project on LUTIE ST,New,Low,Complete,393-02016,1750879.83946502,649996.75437795,36.11675595,-86.73684914,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1685?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.11675595, -86.73684914)"
1988,PV-12382,Paving,Paving,MYATT DR - MID-BLOCK - GALLATIN PIKE,MYATT DR - MID-BLOCK - GALLATIN PIKE,Paving project: MYATT DR - MID-BLOCK - GALLATIN PIKE,Paving project needed,10,300900.00,0.00,424163.20,424163.20,100,2015,2015,09/01/2015,10/01/2015,Complete,Paving project on MYATT DR,New,Low,Complete,380-02015,1763606.31455014,713942.87109489,36.29276442,-86.69535188,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1988?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.29276442, -86.69535188)"
1989,PV-SP-18401,Paving,Paving,MYATT DR - ANDERSON LN - GALLATIN PK,MYATT DR - ANDERSON LN - GALLATIN PK,ROADWAY RESURFACING PAVING PROJECT ON 'MYATT DR',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",09,665550.00,0.00,424163.20,424163.20,100,2015,2015,09/01/2015,10/01/2015,Complete,PAVING PROJECT: 'MYATT DR - ANDERSON LN - GALLATIN PK',New,Low,Complete,380-02015,1764766.46245119,709290.58825993,36.27988885,-86.69119104,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1989?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.27988885, -86.69119104)"
2165,,Bridge,Maintenance and Repair Jobs,Old Hickory Boulevard/ Sulphur Creek,Old Hickory Blvd/ Sulphur Creek between Blue Berry Hill Rd and Sulphur Creek Rd,Cut vegetation and clean shoulders,To address the bridge maintenance recommendations that are identified from TDOT's inspection report and to ensure the safety of the traveling public,01,3325.00,3108.00,1820.60,1820.60,100,,,05/04/2016,05/11/2016,Complete,Maintenance and repairs jobs are complete,Maintenance/Repairs,Medium,Complete,12-04016,1702567.27815047,697213.40747023,36.24533971,-86.90182984,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2165?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.24533971, -86.90182984)"
863,PV-SPR-11277,Paving,Paving,HICKORY PARK LN - HICKORY PARK DR - CUL-DE-SAC,HICKORY PARK LN - HICKORY PARK DR - CUL-DE-SAC,ROADWAY RESURFACING PAVING PROJECT ON 'HICKORY PARK LN',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",32,20400.00,24032.75,21576.96,21576.96,0,1900,1900,01/01/1900,09/11/2018,Complete,PAVING PROJECT: 'HICKORY PARK LN - HICKORY PARK DR - CUL-DE-SAC',New,Low,Complete,1061-01018,1770402.56534339,623290.56326634,36.04377623,-86.67008173,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/863?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.04377623, -86.67008173)"
842,PV-SUM-11224,Paving,Paving,LENORA CT - GOODWIN DR - CUL-DE-SAC,LENORA CT - GOODWIN DR - CUL-DE-SAC,ROADWAY RESURFACING PAVING PROJECT ON 'LENORA CT',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",29,11050.00,20237.00,12807.90,12807.90,0,2017,2017,,04/11/2017,Complete,PAVING PROJECT: 'LENORA CT - GOODWIN DR - CUL-DE-SAC',New,Low,Complete,355-02017,1783979.37500443,638980.66665248,36.08712385,-86.62449458,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/842?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.08712385, -86.62449458)"
5383,,Bikeway,Bike Lane,ARTHUR AVE From BUCHANAN ST To MONROE ST,ARTHUR AVE From BUCHANAN ST To MONROE ST,New protected bike lane,"To provide safer cyclist route, connectivity to businesses and neighborhoods, and a means of exercise","19,21",130480.00,130480.00,0.00,130480.00,0,2018,2018,,,Planned,New protected bike lane in design,New,Medium,Ready for Construction,1058-03013,1730986.8383688,673278.51389421,36.18028174,-86.80479576,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5383?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.18028174, -86.80479576)"
5142,,Culvert,Culvert Replacement,5508 Blue Hole Road,On BLUE HOLE RD Over Branch Between OAK CHASE DR And PETTUS RD,"Replace existing 8'x7' culvert with 8'x7' cast in place slab culvert, Restore roadway disturbed during existing culvert removal and new culvert installation.",To address the recommendations identified by county wide culvert inspection program and to insure the safety of the traveling public,31,248235.63,248235.63,291315.88,291315.88,0,06/01/2017,09/30/2017,06/01/2017,08/14/2017,Complete,Culvert replacement is complete,Replacement,High,Complete,13-04016,1769458.08560546,618780.32676232,36.03136908,-86.67316893,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5142?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.03136908, -86.67316893)"
2173,,Guardrail,Guardrail Repairs,Granny White Pk/ Otter Creek,Granny White Pk/ Otter Creek between Robert E Lee Dr and Jefferson Davis Dr,Repair recommendations include installation of safety features,To repair the jobs identified by TDOT's inspection report and to ensure the safety of the traveling public,34,845.00,845.00,1250.00,1250.00,100,,,06/02/2016,06/02/2016,Complete,Guardrail repairs are complete,Maintenance/Repairs,Medium,Complete,14-04016,1727905.06048006,630366.7032374,36.06232943,-86.81402318,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2173?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.06232943, -86.81402318)"
1594,PV-SPR-18012,Paving,Paving,25TH AVE S - WESTWOOD AV - WOODLAWN DR,25TH AVE S - WESTWOOD AV - WOODLAWN DR,ROADWAY RESURFACING PAVING PROJECT ON '25TH AVE S',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",18,17850.00,12066.50,16143.18,16143.18,0,2017,2017,,07/13/2017,Complete,PAVING PROJECT: '25TH AVE S - WESTWOOD AV - WOODLAWN DR',New,Low,Complete,355-02017,1730096.66104509,653567.34250883,36.12610996,-86.80725599,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1594?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.12610996, -86.80725599)"
85,,Sidewalk,Sidewalk Repairs,Chestnut Street Sidewalk Repairs,Chestnut Street from 8th Avenue South to Fort Negley Boulevard,Sidewalk repairs,"To provide safer pedestrian access to nearby businesses, connecting neighborhoods, and a means to exercise.",17,91839.00,91839.00,91839.00,91839.00,100,01/04/2016,01/26/2016,01/04/2016,02/29/2016,Complete,Repairs complete,Maintenance/Repairs,Medium,Complete,305-01015,1739419.37765532,659358.26941626,36.14222694,-86.7758438,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/85?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.14222694, -86.7758438)"
5177,,Guardrail,Guardrail Repairs,Little Marrowbone Road/Little Marrowbone Creek,LITTLE MARROWBONE RD Over Little Marrowbone Creek Between EATONS CREEK RD And GRAYS POINT RD,Replace all guardrail at bridge,Install and repair guardrail as listed in the TDOT inspection report,01,16075.68,16075.68,16075.68,16075.68,0,,,03/14/2017,03/14/2017,Complete,Guardrail installation complete,Maintenance/Repairs,Medium,Complete,14-04016,1703553.67491001,707790.04527072,36.2744165,-86.89881436,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5177?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.2744165, -86.89881436)"
1154,PV-12396,Paving,Paving,KEELEY DR - HAYWOOD LN - BART DR,KEELEY DR - HAYWOOD LN - BART DR,Paving project: KEELEY DR - HAYWOOD LN - BART DR,Paving project needed,30,188700.00,282844.25,238535.90,238535.90,100,2015,2015,06/18/2015,07/18/2015,Complete,Paving project on KEELEY DR,New,Low,Complete,380-02015,1762449.2014238,630427.98779889,36.06303913,-86.69715076,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1154?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.06303913, -86.69715076)"
233,PV-10061,Paving,Paving,WARRIOR RD - CHEYENNE BLVD - LARKIN SPRINGS RD,WARRIOR RD - CHEYENNE BLVD - LARKIN SPRINGS RD,Paving project: WARRIOR RD - CHEYENNE BLVD - LARKIN SPRINGS RD,Paving project needed,09,66000.00,0.00,88503.92,88503.92,100,2014,2014,04/16/2014,05/16/2014,Complete,Paving project on WARRIOR RD,New,Low,Complete,342-02014,1767501.96208454,701612.25162139,36.25887743,-86.68175858,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/233?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.25887743, -86.68175858)"
5693,PV-SP-18626,Paving,Paving,HICKORY TIMBER CT - OAK TIMBER DR - CUL-DE-SAC,HICKORY TIMBER CT - OAK TIMBER DR - CUL-DE-SAC,ROADWAY RESURFACING PAVING PROJECT ON 'HICKORY TIMBER CT',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",33,25500.00,0.00,9291.32,9291.32,0,,,,12/02/2018,Complete,PAVING PROJECT: 'HICKORY TIMBER CT - OAK TIMBER DR - CUL-DE-SAC',New,Low,Complete,1131-01018,1788134.41666667,631400.91666667,36.06638116,-86.61027758,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5693?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.06638116, -86.61027758)"
1119,PV-10399,Paving,Paving,MASONWOOD DR - BRICK CHURCH PK - STOCKDALE LN,MASONWOOD DR - BRICK CHURCH PK - STOCKDALE LN,Paving project: MASONWOOD DR - BRICK CHURCH PK - STOCKDALE LN,Paving project needed,03,128909.08,160214.50,172680.00,172680.00,100,2015,2015,03/30/2015,04/30/2015,Complete,Paving project on MASONWOOD DR,New,Low,Complete,380-02015,1739879.15751206,695820.07544988,36.2423918,-86.77527215,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1119?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.2423918, -86.77527215)"
1973,PV-18136,Paving,Paving,BRICK CHURCH LN - BRICK CHURCH PK - TRAIL HOLLOW LN,BRICK CHURCH LN - BRICK CHURCH PK - TRAIL HOLLOW LN,Paving project: BRICK CHURCH LN - BRICK CHURCH PK - TRAIL HOLLOW LN,Paving project needed,03,70550.00,77144.58,67417.68,67417.68,0,2017,2017,09/04/2014,05/30/2017,Complete,Paving project on BRICK CHURCH LN,New,Low,Complete,355-02017,1737472.24696584,696599.93935817,36.24448006,-86.78344803,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1973?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.24448006, -86.78344803)"
2070,PV-11260,Paving,Paving,BROKEN BOW DR - OLD HICKORY BLVD - TEE PEE TRCE,BROKEN BOW DR - OLD HICKORY BLVD - TEE PEE TRCE,Paving project: BROKEN BOW DR - OLD HICKORY BLVD - TEE PEE TRCE,Paving project needed,31,51000.00,64276.05,51719.15,51719.15,100,2016,2016,11/10/2016,11/21/2016,Complete,Paving project on BROKEN BOW DR,New,Low,Complete,393-02016,1767601.79518611,611952.65863444,36.01256725,-86.67928699,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2070?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.01256725, -86.67928699)"
1217,PV-SUM-12503,Paving,Paving,BRANDAU RD - 1050 FT SW OF CENTRAL PK - CENTRAL PK,BRANDAU RD - 1050 FT SW OF CENTRAL PK - CENTRAL PK,ROADWAY RESURFACING PAVING PROJECT ON 'BRANDAU RD',PAVING PROJECT NEEDED,14,198900.00,121118.00,116234.30,116234.30,0,,,,07/20/2017,Complete,PAVING PROJECT: 'BRANDAU RD - 1000 FT SW OF CENTRAL PK - - CENTRAL PK',New,Low,Complete,355-02017,1782378.52312375,671871.74346364,36.17749136,-86.63030652,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1217?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.17749136, -86.63030652)"
1628,PV-12394,Paving,Paving,FORREST OAKS CT N - FORREST OAKS DR - CUL-DE-SAC,FORREST OAKS CT N - FORREST OAKS DR - CUL-DE-SAC,Paving project: FORREST OAKS CT N - FORREST OAKS DR - CUL-DE-SAC,Paving project needed,35,11900.00,13455.75,10669.49,10669.49,100,2015,2015,03/28/2016,04/07/2016,Complete,Paving project on FORREST OAKS CT N,New,Low,Complete,380-02015,1683642.12505597,626527.75012136,36.05067974,-86.96364453,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1628?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.05067974, -86.96364453)"
1616,PV-10136,Paving,Paving,HARPETH HILLS DR - WAYLAND DR - TYNE BLVD,HARPETH HILLS DR - WAYLAND DR - TYNE BLVD,Paving project: HARPETH HILLS DR - WAYLAND DR - TYNE BLVD,Paving project needed,34,44200.00,78493.00,56526.20,56526.20,100,2015,2015,04/03/2016,05/03/2016,Complete,Paving project on HARPETH HILLS DR,New,Low,Complete,380-02015,1717621.12235741,639826.76917795,36.0880488,-86.84910376,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1616?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.0880488, -86.84910376)"
114,,Bikeway,Shared Bikeway,Graycroft Avenue,Graycroft Avenue from Apple Valley Road to 550' East Of Apple Valley Road,New buffered bike lane and bike lane,"To provide safer cyclist route, connectivity to businesses and neighborhoods, and a means of exercise",10,7937.00,7937.00,2800.00,2800.00,100,,,01/01/2015,12/31/2015,Complete,New buffered bike lane and bike lane complete,New,Medium,Complete,316-03014,1756135.34437823,710252.79022449,36.28237599,-86.72050309,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/114?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.28237599, -86.72050309)"
1337,19PVSPR12419,Paving,Paving,CLEVELAND ST/W EASTLAND AVE - ELLINGTON PKWY BRIDDGE APPROACH - GALLATIN AV,CLEVELAND ST/W EASTLAND AVE - ELLINGTON PKWY BRIDDGE APPROACH - GALLATIN AV,ROADWAY RESURFACING PAVING PROJECT ON 'CLEVELAND ST/W.EASTLAND AVE',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",05,200600.00,223780.95,247654.89,247654.89,0,2016,2016,,07/08/2017,Complete,PAVING PROJECT: 'CLEVELAND ST/W EASTLAND AVE - ELLINGTON PKWY BRIDDGE APPROACH - GALLATIN AV',New,Low,Complete,393-02016,1745964.95409141,674612.93460848,36.18426904,-86.75408576,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1337?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.18426904, -86.75408576)"
248,PV-10221,Paving,Paving,RIO VISTA DR - OLD HICKORY BLVD - N DUPONT AVE,RIO VISTA DR - OLD HICKORY BLVD - N DUPONT AVE,Paving project: RIO VISTA DR - OLD HICKORY BLVD - N DUPONT AVE,Paving project needed,09,55657.18,52860.00,73776.54,73776.54,100,2015,2015,07/12/2015,08/12/2015,Complete,Paving project on RIO VISTA DR,New,Low,Complete,380-02015,1767777.51791253,703518.61485898,36.26410509,-86.68084638,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/248?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.26410509, -86.68084638)"
2362,,Culvert,Culvert Replacement,1049 Jasperson Drive,1049 Jasperson Drive,"Replace existing culvert with 58'-60"" RCP and headwalls at the inlet and out ends of the pipe culvert, Restore roadway disturbed during existing culvert removal and new culvert installation.",To address the recommendations identified by county wide culvert inspection program and to insure the safety of the traveling public,09,89979.94,89979.94,100617.76,100617.76,100,01/16/2017,06/17/2017,01/16/2017,06/17/2017,Complete,Culvert replacement is complete,Replacement,Medium,Complete,246-04015,1767169.95242256,697347.49414431,36.24714463,-86.68276097,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2362?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.24714463, -86.68276097)"
5134,,Guardrail,Guardrail Repairs,One Mile Parkway/CSX Railroad,ONE MILE PKWY Over Csx Rr Between GALLATIN PIKE And E CAMPBELL RD,Repair guardrail,Install and repair guardrail as needed,08,763.50,763.50,763.50,763.50,0,,,04/10/2017,04/10/2017,Complete,Guardrail repairs complete,Maintenance/Repairs,Medium,Complete,14-04016,1759304.73082504,709237.23182328,36.27965014,-86.7097254,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5134?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.27965014, -86.7097254)"
52,,Sidewalk,Sidewalk Repairs,Woodland Street Sidewalk Repairs,Woodland Street from South 2nd Street to Interstate Drive,Sidewalk repairs,"To provide safer pedestrian access to nearby businesses, connecting neighborhoods, and a means to exercise.",06,45053.00,45053.00,50244.87,50244.87,100,01/01/2017,03/01/2017,10/17/2016,11/08/2016,Complete,Repairs complete,Maintenance/Repairs,Medium,Complete,98-01016,1741336.53146687,669400.320706,36.16985168,-86.7696165,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/52?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.16985168, -86.7696165)"
5458,PV-FL-18436,Paving,Paving,S PERIMETER PARK DR - CUL-DE-SAC - HARDING PL,S PERIMETER PARK DR - CUL-DE-SAC - HARDING PL,ROADWAY RESURFACING PAVING PROJECT ON 'S PERIMETER PARK DR',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",28,57800.00,65486.25,63672.16,63672.16,0,,,,04/02/2018,Complete,PAVING PROJECT: 'S PERIMETER PARK DR - CUL-DE-SAC - HARDING PL',New,Low,Complete,355-02017,1762862.82857394,639033.89533555,36.08688557,-86.69596576,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5458?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.08688557, -86.69596576)"
36,,Sidewalk,New Sidewalk,Crossings Boulevard Sidewalk Improvements,Crossings Boulevard from Mt  View Road to CSX RR Overpass,Sidewalks and curb & gutter,To provide connectivity to local businesses along Bell Road and Crossings Boulevard,32,37767.00,37767.00,37502.00,37502.00,100,11/01/2015,12/31/2015,11/30/2015,01/06/2016,Complete,New sidewalk construction complete,New,Medium,Complete,85-01016,1777193.52030189,623553.54084669,36.04462448,-86.64711486,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/36?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.04462448, -86.64711486)"
1897,PV-10071,Paving,Paving,EDITH AVE - MERIDIAN ST - LISCHEY AV,EDITH AVE - MERIDIAN ST - LISCHEY AV,Paving project: EDITH AVE - MERIDIAN ST - LISCHEY AV,Paving project needed,05,45000.00,0.00,55671.03,55671.03,100,2014,2014,03/10/2014,04/10/2014,Complete,Paving project on EDITH AVE,New,Low,Complete,342-02014,1743084.75928523,681205.97051913,36.20231702,-86.76400962,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1897?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.20231702, -86.76400962)"
2424,,Guardrail,Guardrail Repairs,Lynnwood Boulevard/ Branch,Lynwood Blvd Over Branch Between Harding Pl And Wayland Dr,Repair recommendations include installation of safety features,To repair the jobs identified by TDOT's inspection report and to ensure the safety of the traveling public,34,9625.00,9625.00,5504.63,5504.63,0,04/01/2017,06/30/2017,05/29/2017,05/29/2017,Complete,Guardrail repairs are complete,Maintenance/Repairs,Medium,Complete,14-04016,1717541.9109308,641447.09315006,36.09252477,-86.84940926,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2424?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.09252477, -86.84940926)"
2022,PV-11266,Paving,Paving,ILAWOOD DR - CEDARMONT CR - CEDARVIEW DR,ILAWOOD DR - CEDARMONT CR - CEDARVIEW DR,Paving project: ILAWOOD DR - CEDARMONT CR - CEDARVIEW DR,Paving project needed,31,50150.00,46131.00,49349.45,49349.45,100,2016,2016,09/21/2016,10/29/2016,Complete,Paving project on ILAWOOD DR,New,Low,Complete,393-02016,1759507.31510337,621952.12755321,36.03985951,-86.70692749,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2022?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.03985951, -86.70692749)"
1147,PV-10188,Paving,Paving,BROOK VIEW ESTATES DR - BELL RD - ROXANNE DR,BROOK VIEW ESTATES DR - BELL RD - ROXANNE DR,Paving project: BROOK VIEW ESTATES DR - BELL RD - ROXANNE DR,Paving project needed,31,90950.00,98402.85,95021.00,95021.00,100,2015,2015,05/02/2015,06/02/2015,Complete,Paving project on BROOK VIEW ESTATES DR,New,Low,Complete,380-02015,1763815.19966248,624187.83236384,36.04610608,-86.69238065,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1147?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.04610608, -86.69238065)"
